Amount,Frequency,Recency,Freq_Country,Cluster
-0.9996093293213063,-0.9705957064958675,2.3828358230593376,0.3268350381331412,2
2.208239946623001,1.5945642917040264,-0.9014142673916886,-3.101284814195384,0
0.6066440426776969,-0.5573199290081068,-0.15915341103588396,-3.0964226496034493,0
0.5711717649993454,0.041217403905201816,-0.7387269564095945,-3.095399036005147,0
-0.7007448885140315,-0.7568323733125429,2.230316469013624,-3.092716789261448,0
0.3815751666953524,0.3547369592407444,-0.5557037315547385,-3.092716789261448,0
-0.9200670588911405,-0.9420939287380908,1.1525130337572504,-3.102848668303901,0
-0.03491352367724975,-0.17254592927812268,1.437215827975915,-3.079002262624937,0
-0.5890282165615514,-0.8138359288280962,1.2541926031210593,-3.102848668303901,0
1.5130594948975833,-0.15829504039923437,-0.6980551286640709,-3.088982495208383,0
2.208239946623001,0.8677689588807231,-0.5862076023638811,-3.085219767444254,0
0.04432487740520523,-0.7283305955547663,-0.9115822243280696,-3.099209153287716,0
2.208239946623001,2.2714815134512207,-0.8505744827097842,-3.0971145365726716,0
1.3795625405812477,0.8392671811229465,-0.39301642057264435,-3.099209153287716,0
-0.8298893612910985,-0.8565885954647611,1.9964534594768637,-3.0834000099361614,0
2.208239946623001,2.2714815134512207,-0.8912463104553078,-3.0834000099361614,0
-0.5062685059791541,-0.6713270400392132,0.18655712480106618,-3.1006971841667292,0
0.17395196620510694,0.2122280704518614,-0.8505744827097842,-3.0834000099361614,0
-0.7129979730937794,-0.6713270400392132,2.0371252872223873,-3.0971145365726716,0
-0.8486577621791151,-0.8423377065858727,-0.8810783535189268,-3.099322888131972,0
2.1692921632802085,1.380800958520702,-0.40318437750902525,-3.097214877493153,0
0.6877235345139289,-0.10129148488368117,-0.4743600760636914,-3.085219767444254,0
0.1604923415682722,-0.25805126255145244,-0.1998252387814075,-3.099322888131972,0
-0.6737541405703122,-0.7995850399492078,2.240484425950005,-3.099209153287716,0
-0.3356279925720577,-0.5288181512503302,-0.6675512578549283,-3.099209153287716,0
-0.5925852753965182,-0.7425814844336547,-0.9014142673916886,-3.0964226496034493,0
0.45549585419286925,0.09822095942075501,2.2811562536955288,-3.085219767444254,0
2.208239946623001,2.1218471802228933,0.38991626352868386,-3.085219767444254,0
-0.23967677736551166,-0.41481104021922377,-0.09814566941759864,-3.0834000099361614,0
1.4318459430550086,0.4972458480296274,-0.7082230856004518,-3.0834000099361614,0
0.6126499309618623,0.2977334037251912,-0.8810783535189268,-3.092716789261448,0
0.6442434057900236,0.4259914036351859,0.9491538950296327,-3.0834000099361614,0
-0.4936132413803771,-0.571570817886995,-0.6370473870457856,-3.085219767444254,0
-0.6404178856596922,-0.8565885954647611,2.4692634570185747,-3.091077111923427,0
1.485559318929761,0.4259914036351859,-0.7692308272187371,-3.091077111923427,0
-0.5081989700704929,-0.5430690401292184,-0.11848158329036042,-3.0834000099361614,0
-0.5876965538318778,0.4259914036351859,-0.7082230856004518,-3.0971145365726716,0
0.41481311093465434,-0.08704059600479287,-0.18965728184502662,-3.091077111923427,0
